id_tercero,tipo_sujeto,nombres,apellidos,fecha_nacimiento,nacionalidad,numero_documento,tipo_documento,pais_residencia,coincidencia
T0005366,PERSONA_NATURAL,LAURA MARIA,HERNANDEZ RAMIREZ,1983-11-11,ESPAÑOLA,559969240,CC,PERU,0
T0005367,PERSONA_NATURAL,SARA JUAN,RAMIREZ HERNANDEZ,1956-07-05,ESPAÑOLA,393324564,CE,ECUADOR,0
T0005368,PERSONA_NATURAL,CAMILA DANIEL,RODRIGUEZ TORRES,1992-08-02,VENEZOLANA,H3393724,PASAPORTE,VENEZUELA,0
T0005369,PERSONA_NATURAL,DANIEL DANIEL,SANCHEZ PEREZ,1954-11-28,VENEZOLANA,O2992610,PASAPORTE,BRASIL,0
T0005370,PERSONA_NATURAL,CARLOS ANA,RAMIREZ RAMIREZ,2001-10-06,COLOMBIANA,1749402487,CE,VENEZUELA,0
T0005371,PERSONA_JURIDICA,RAMIREZ TORRES GROUP SAS 2465,,,,285192503,NIT,VENEZUELA,0
T0005372,PERSONA_NATURAL,JORGE CAMILA,GARCIA PEREZ,1970-01-07,ECUATORIANA,244045172,CE,VENEZUELA,0
T0005373,PERSONA_NATURAL,CARLOS ANDRES,SANCHEZ HERNANDEZ,1955-05-14,ESTADOUNIDENSE,654314792,CE,USA,0
T0005374,PERSONA_NATURAL,MARIA LUISA,MARTINEZ LOPEZ,1973-10-03,ESPAÑOLA,1612017531,CE,VENEZUELA,0
T0005375,PERSONA_NATURAL,JORGE DANIEL,HERNANDEZ TORRES,1975-06-01,COLOMBIANA,642560640,CE,ECUADOR,0
T0005376,PERSONA_NATURAL,DANIEL DAVID,SANCHEZ SANCHEZ,1982-11-04,PERUANA,148526493,CE,ECUADOR,0
T0005377,PERSONA_NATURAL,MARIA CARLOS,HERNANDEZ TORRES,1977-05-25,VENEZOLANA,K4625097,PASAPORTE,USA,0
T0005378,PERSONA_JURIDICA,RAMIREZ PEREZ GROUP S.A. 3226,,,,477056407,NIT,VENEZUELA,0
T0005379,PERSONA_JURIDICA,GOMEZ PEREZ COMERCIAL S.A. 9559,,,,211355737,NIT,MEXICO,0
T0005380,PERSONA_NATURAL,CARLOS LUISA,TORRES HERNANDEZ,1998-08-23,COLOMBIANA,T2644324,PASAPORTE,MEXICO,0
T0005381,PERSONA_NATURAL,ANA JUAN,RAMIREZ GOMEZ,1974-04-08,MEXICANA,H7560455,PASAPORTE,MEXICO,0
T0005382,PERSONA_NATURAL,LUISA MARIA,TORRES GARCIA,1973-08-24,VENEZOLANA,1501158210,CC,MEXICO,0
T0005383,PERSONA_NATURAL,CAMILA SARA,GOMEZ RODRIGUEZ,1982-12-25,PERUANA,1907948109,CC,COLOMBIA,0
T0005384,PERSONA_NATURAL,LUISA JORGE,GOMEZ TORRES,1963-11-20,MEXICANA,791800572,CE,VENEZUELA,0
T0005385,PERSONA_NATURAL,CAMILA ANDRES,SANCHEZ SANCHEZ,1975-02-22,ESPAÑOLA,1065389050,CC,VENEZUELA,0
T0005386,PERSONA_NATURAL,MARIA CAMILA,RODRIGUEZ MARTINEZ,1964-12-11,VENEZOLANA,1581216477,CC,PERU,0
T0005387,PERSONA_NATURAL,JORGE MARIA,GOMEZ GARCIA,1962-07-05,BRASILEÑA,465124357,CC,ARGENTINA,0
T0005388,PERSONA_NATURAL,DAVID CARLOS,SANCHEZ MARTINEZ,1959-12-06,PERUANA,306717466,CC,ECUADOR,0
T0005389,PERSONA_NATURAL,DANIEL LUISA,SANCHEZ TORRES,1996-04-13,ARGENTINA,C3660212,PASAPORTE,USA,0
T0005390,PERSONA_NATURAL,LAURA ANA,RAMIREZ PEREZ,1967-05-15,ECUATORIANA,C8428631,PASAPORTE,ESPAÑA,0
T0005391,PERSONA_NATURAL,CARLOS CARLOS,GOMEZ PEREZ,1972-08-19,ECUATORIANA,X1564215,PASAPORTE,ESPAÑA,0
T0005392,PERSONA_NATURAL,MARIA ANA,MARTINEZ RODRIGUEZ,1987-04-21,MEXICANA,651896253,CE,ECUADOR,0
T0005393,PERSONA_NATURAL,LUISA CARLOS,LOPEZ GOMEZ,1986-10-12,ESTADOUNIDENSE,1628112953,CC,ARGENTINA,0
T0005394,PERSONA_NATURAL,CAMILA LAURA,SANCHEZ LOPEZ,2001-05-16,MEXICANA,R3028143,PASAPORTE,USA,0
T0005395,PERSONA_NATURAL,JUAN DANIEL,GARCIA RODRIGUEZ,1972-12-01,VENEZOLANA,N3907304,PASAPORTE,MEXICO,0
T0005396,PERSONA_JURIDICA,TORRES SANCHEZ SERVICIOS S.A. 8496,,,,368781137,NIT,MEXICO,0
T0005397,PERSONA_NATURAL,ANA MARIA,TORRES MARTINEZ,1950-06-25,ESPAÑOLA,E1861215,PASAPORTE,ARGENTINA,0
T0005398,PERSONA_JURIDICA,TORRES RODRIGUEZ COMERCIAL CIA 7774,,,,788663767,NIT,ARGENTINA,0
T0005399,PERSONA_JURIDICA,RAMIREZ TORRES HOLDING LTDA 2812,,,,138662390,NIT,MEXICO,0
T0005400,PERSONA_NATURAL,DAVID CARLOS,SANCHEZ RAMIREZ,1955-04-02,MEXICANA,1868260811,CE,MEXICO,0
T0005401,PERSONA_NATURAL,CAMILA JUAN,RODRIGUEZ LOPEZ,1955-01-01,MEXICANA,1039059434,CC,ARGENTINA,0
T0005402,PERSONA_JURIDICA,RODRIGUEZ LOPEZ TRADING S.A.S. 9384,,,,947896230,NIT,ARGENTINA,0
T0005403,PERSONA_JURIDICA,MARTINEZ LOPEZ TRADING S. EN C. 4116,,,,327285569,NIT,MEXICO,0
T0005404,PERSONA_NATURAL,JUAN LUISA,RODRIGUEZ RODRIGUEZ,1969-01-18,COLOMBIANA,O8945804,PASAPORTE,COLOMBIA,0
T0005405,PERSONA_NATURAL,LAURA JORGE,GOMEZ SANCHEZ,1956-06-02,ESPAÑOLA,K3490099,PASAPORTE,ECUADOR,0
T0005406,PERSONA_NATURAL,JORGE JORGE,TORRES RAMIREZ,1973-10-06,COLOMBIANA,K2964048,PASAPORTE,USA,0
T0005407,PERSONA_NATURAL,MARIA MARIA,TORRES GARCIA,1974-01-01,BRASILEÑA,J5708676,PASAPORTE,VENEZUELA,0
T0005408,PERSONA_NATURAL,DAVID DAVID,PEREZ GOMEZ,1959-06-20,ESPAÑOLA,I9743248,PASAPORTE,PERU,0
T0005409,PERSONA_NATURAL,LUISA SARA,RODRIGUEZ RAMIREZ,1993-12-15,ARGENTINA,N9224835,PASAPORTE,VENEZUELA,0
T0005410,PERSONA_NATURAL,ANA LAURA,GOMEZ RAMIREZ,1969-08-22,BRASILEÑA,105492389,CC,BRASIL,0
T0005411,PERSONA_JURIDICA,RAMIREZ GOMEZ GROUP CIA 781,,,,349301513,NIT,USA,0
T0005412,PERSONA_NATURAL,DANIEL LUISA,LOPEZ RAMIREZ,1959-02-21,BRASILEÑA,443781385,CC,ECUADOR,0
T0005413,PERSONA_NATURAL,ANA DAVID,GOMEZ LOPEZ,1970-09-24,ARGENTINA,N8054230,PASAPORTE,PERU,0
T0005414,PERSONA_NATURAL,ANDRES DAVID,HERNANDEZ MARTINEZ,1984-08-02,ESPAÑOLA,148083062,CC,USA,0
T0005415,PERSONA_NATURAL,ANDRES ANDRES,TORRES TORRES,1989-06-20,ECUATORIANA,W2923967,PASAPORTE,MEXICO,0
T0005416,PERSONA_NATURAL,DANIEL ANA,RAMIREZ LOPEZ,1957-08-07,PERUANA,1414862382,CE,ESPAÑA,0
T0005417,PERSONA_NATURAL,JORGE ANDRES,HERNANDEZ MARTINEZ,1955-04-26,BRASILEÑA,59812016,CE,COLOMBIA,0
T0005418,PERSONA_NATURAL,CAMILA JORGE,PEREZ GOMEZ,2002-02-01,ESPAÑOLA,1202348109,CC,MEXICO,0
T0005419,PERSONA_NATURAL,ANA ANDRES,TORRES RAMIREZ,1990-11-17,VENEZOLANA,S9172494,PASAPORTE,ARGENTINA,0
T0005420,PERSONA_NATURAL,ANA ANA,GOMEZ SANCHEZ,1988-02-12,ECUATORIANA,870509220,CC,ARGENTINA,0
T0005421,PERSONA_JURIDICA,PEREZ MARTINEZ INVERSIONES S.A. 9880,,,,866335642,NIT,ECUADOR,0
T0005422,PERSONA_NATURAL,CAMILA ANDRES,PEREZ PEREZ,1976-10-11,ESPAÑOLA,R2566764,PASAPORTE,ARGENTINA,0
T0005423,PERSONA_NATURAL,LUISA LUISA,GOMEZ GARCIA,1980-10-25,MEXICANA,1726337758,CE,ESPAÑA,0
T0005424,PERSONA_NATURAL,DANIEL LAURA,GOMEZ PEREZ,1986-02-15,ESPAÑOLA,220348078,CE,COLOMBIA,0
T0005425,PERSONA_NATURAL,ANA CAMILA,RODRIGUEZ PEREZ,1984-07-11,PERUANA,P5853704,PASAPORTE,ECUADOR,0
T0005426,PERSONA_NATURAL,SARA DANIEL,GARCIA LOPEZ,1966-10-08,ECUATORIANA,1105309826,CE,VENEZUELA,0
T0005427,PERSONA_NATURAL,DANIEL JORGE,TORRES TORRES,1996-02-01,BRASILEÑA,Z7306432,PASAPORTE,PERU,0
T0005428,PERSONA_NATURAL,ANDRES CAMILA,SANCHEZ PEREZ,1990-04-01,BRASILEÑA,Y9812089,PASAPORTE,VENEZUELA,0
T0005429,PERSONA_NATURAL,DANIEL MARIA,MARTINEZ RODRIGUEZ,1970-06-17,ARGENTINA,192233871,CC,VENEZUELA,0
T0005430,PERSONA_NATURAL,JORGE CARLOS,HERNANDEZ RODRIGUEZ,1966-07-15,ESPAÑOLA,Z1326040,PASAPORTE,COLOMBIA,0
T0005431,PERSONA_NATURAL,DAVID MARIA,LOPEZ RAMIREZ,1978-07-11,BRASILEÑA,404332785,CC,USA,0
T0005432,PERSONA_NATURAL,ANA JORGE,HERNANDEZ SANCHEZ,1986-11-26,ESTADOUNIDENSE,1287937021,CC,ESPAÑA,0
T0005433,PERSONA_NATURAL,SARA CAMILA,PEREZ LOPEZ,1969-11-10,ECUATORIANA,N3851493,PASAPORTE,USA,0
T0005434,PERSONA_NATURAL,ANDRES DANIEL,LOPEZ MARTINEZ,1985-10-15,PERUANA,Z1807886,PASAPORTE,BRASIL,0
T0005435,PERSONA_JURIDICA,GARCIA GARCIA LOGISTICA S.A. 2496,,,,375694202,NIT,ECUADOR,0
T0005436,PERSONA_NATURAL,LUISA ANDRES,LOPEZ SANCHEZ,1987-10-16,COLOMBIANA,1987976279,CE,USA,0
T0005437,PERSONA_NATURAL,JORGE LUISA,GARCIA MARTINEZ,1970-01-22,ESPAÑOLA,Q1818898,PASAPORTE,VENEZUELA,0
T0005438,PERSONA_JURIDICA,RAMIREZ MARTINEZ INVERSIONES LTDA 6883,,,,101313097,NIT,VENEZUELA,0
T0005439,PERSONA_NATURAL,LUISA MARIA,GARCIA GOMEZ,1962-06-21,ECUATORIANA,1781836908,CC,BRASIL,0
T0005440,PERSONA_JURIDICA,PEREZ GOMEZ GROUP S. EN C. 2107,,,,329600943,NIT,PERU,0
T0005441,PERSONA_NATURAL,MARIA DAVID,PEREZ PEREZ,1960-06-28,PERUANA,601441694,CC,ESPAÑA,0
T0005442,PERSONA_NATURAL,LUISA ANDRES,GOMEZ LOPEZ,1975-05-23,ARGENTINA,705239744,CC,ESPAÑA,0
T0005443,PERSONA_NATURAL,SARA JORGE,SANCHEZ LOPEZ,1962-11-04,ARGENTINA,1175925662,CE,PERU,0
T0005444,PERSONA_NATURAL,CARLOS CAMILA,RODRIGUEZ GOMEZ,1972-03-27,ESPAÑOLA,791348715,CE,ARGENTINA,0
T0005445,PERSONA_NATURAL,ANDRES DANIEL,GARCIA MARTINEZ,1991-10-07,COLOMBIANA,294699087,CC,MEXICO,0
T0005446,PERSONA_NATURAL,ANDRES SARA,LOPEZ LOPEZ,1981-05-26,VENEZOLANA,1739141094,CC,USA,0
T0005447,PERSONA_NATURAL,ANDRES JORGE,TORRES MARTINEZ,1994-04-10,COLOMBIANA,C8871226,PASAPORTE,VENEZUELA,0
T0005448,PERSONA_NATURAL,CARLOS CARLOS,LOPEZ LOPEZ,1980-07-24,ESPAÑOLA,Y7321954,PASAPORTE,MEXICO,0
T0005449,PERSONA_NATURAL,DANIEL LAURA,GOMEZ GOMEZ,1981-02-24,MEXICANA,499958444,CC,ECUADOR,0
T0005450,PERSONA_JURIDICA,SANCHEZ HERNANDEZ COMERCIAL CIA 7290,,,,465915414,NIT,ESPAÑA,0
T0005451,PERSONA_NATURAL,CAMILA SARA,RODRIGUEZ MARTINEZ,1950-01-05,MEXICANA,392818208,CE,MEXICO,0
T0005452,PERSONA_NATURAL,LAURA ANDRES,GARCIA GARCIA,1969-04-07,PERUANA,Z6965885,PASAPORTE,VENEZUELA,0
T0005453,PERSONA_NATURAL,CAMILA CAMILA,SANCHEZ RODRIGUEZ,1954-02-03,ESTADOUNIDENSE,1327712728,CC,MEXICO,0
T0005454,PERSONA_NATURAL,DANIEL DAVID,HERNANDEZ RODRIGUEZ,1953-11-23,VENEZOLANA,Y2567533,PASAPORTE,BRASIL,0
T0005455,PERSONA_JURIDICA,MARTINEZ GOMEZ COMERCIAL SAS 667,,,,757723069,NIT,VENEZUELA,0
T0005456,PERSONA_NATURAL,JUAN CARLOS,RAMIREZ LOPEZ,2002-07-14,ARGENTINA,1534855932,CE,USA,0
T0005457,PERSONA_NATURAL,LUISA JORGE,RAMIREZ LOPEZ,1963-08-22,MEXICANA,996500074,CC,ARGENTINA,0
T0005458,PERSONA_NATURAL,DANIEL CAMILA,GARCIA LOPEZ,1979-08-26,ESPAÑOLA,679732661,CE,PERU,0
T0005459,PERSONA_NATURAL,CAMILA MARIA,TORRES RAMIREZ,1956-05-14,PERUANA,366891766,CC,ECUADOR,0
T0005460,PERSONA_NATURAL,LUISA CARLOS,SANCHEZ HERNANDEZ,1987-12-22,VENEZOLANA,882329110,CC,COLOMBIA,0
T0005461,PERSONA_NATURAL,CARLOS DAVID,SANCHEZ TORRES,1993-02-18,MEXICANA,360800429,CC,PERU,0
T0005462,PERSONA_NATURAL,CARLOS DAVID,HERNANDEZ RAMIREZ,2001-05-09,BRASILEÑA,Z6067992,PASAPORTE,ARGENTINA,0
T0005463,PERSONA_NATURAL,ANA ANDRES,HERNANDEZ RODRIGUEZ,1957-11-12,BRASILEÑA,1342813928,CC,VENEZUELA,0
T0005464,PERSONA_NATURAL,DAVID DANIEL,GOMEZ RODRIGUEZ,1963-12-20,ESTADOUNIDENSE,576789655,CE,USA,0
T0005465,PERSONA_NATURAL,JUAN CAMILA,SANCHEZ TORRES,1951-04-28,PERUANA,869709905,CE,ARGENTINA,0
T0005466,PERSONA_NATURAL,JUAN SARA,SANCHEZ LOPEZ,1963-10-04,VENEZOLANA,Z4192759,PASAPORTE,ARGENTINA,0
T0005467,PERSONA_JURIDICA,TORRES RAMIREZ TRADING SAS 8367,,,,874415972,NIT,PERU,0
T0005468,PERSONA_JURIDICA,LOPEZ PEREZ LOGISTICA LTDA 8207,,,,425762318,NIT,ARGENTINA,0
T0005469,PERSONA_NATURAL,ANA ANA,PEREZ LOPEZ,1952-07-17,VENEZOLANA,211699074,CE,VENEZUELA,0
T0005470,PERSONA_NATURAL,LAURA SARA,GARCIA RODRIGUEZ,1993-08-23,MEXICANA,504014802,CE,ARGENTINA,0
T0005471,PERSONA_NATURAL,CARLOS CARLOS,LOPEZ GARCIA,2005-06-03,ECUATORIANA,T8589873,PASAPORTE,USA,0
T0005472,PERSONA_NATURAL,JUAN ANDRES,HERNANDEZ HERNANDEZ,1974-12-07,PERUANA,I6392963,PASAPORTE,USA,0
T0005473,PERSONA_NATURAL,JUAN ANDRES,RODRIGUEZ RODRIGUEZ,1958-02-20,ARGENTINA,Q5981518,PASAPORTE,ARGENTINA,0
T0005474,PERSONA_NATURAL,ANDRES MARIA,PEREZ LOPEZ,1988-04-02,ARGENTINA,Q4929282,PASAPORTE,COLOMBIA,0
T0005475,PERSONA_JURIDICA,RODRIGUEZ RODRIGUEZ SERVICIOS CIA 658,,,,277082436,NIT,ECUADOR,0
T0005476,PERSONA_JURIDICA,SANCHEZ GARCIA LOGISTICA S. EN C. 7197,,,,148992651,NIT,ESPAÑA,0
T0005477,PERSONA_JURIDICA,MARTINEZ TORRES SERVICIOS S. EN C. 2707,,,,506034983,NIT,ESPAÑA,0
T0005478,PERSONA_NATURAL,ANA SARA,HERNANDEZ RAMIREZ,1992-07-06,ESTADOUNIDENSE,T6872665,PASAPORTE,COLOMBIA,0
T0005479,PERSONA_NATURAL,ANA LUISA,HERNANDEZ MARTINEZ,1977-12-09,ESPAÑOLA,1258731542,CE,PERU,0
T0005480,PERSONA_NATURAL,DANIEL LAURA,LOPEZ GARCIA,1969-05-01,PERUANA,C5494194,PASAPORTE,ARGENTINA,0
T0005481,PERSONA_NATURAL,ANDRES ANDRES,RAMIREZ HERNANDEZ,2001-06-25,BRASILEÑA,50393809,CC,USA,0
T0005482,PERSONA_NATURAL,JORGE ANA,LOPEZ LOPEZ,1950-03-13,ECUATORIANA,39514213,CE,USA,0
T0005483,PERSONA_JURIDICA,MARTINEZ GARCIA COMERCIAL S.A.S. 2614,,,,259768504,NIT,ARGENTINA,0
T0005484,PERSONA_NATURAL,CAMILA CAMILA,MARTINEZ RAMIREZ,1959-12-27,ARGENTINA,R7816788,PASAPORTE,ESPAÑA,0
T0005485,PERSONA_NATURAL,JORGE JUAN,GOMEZ PEREZ,1975-11-22,ESTADOUNIDENSE,F9895876,PASAPORTE,USA,0
T0005486,PERSONA_NATURAL,CARLOS SARA,MARTINEZ PEREZ,1970-03-22,PERUANA,N2731717,PASAPORTE,ECUADOR,0
T0005487,PERSONA_JURIDICA,GOMEZ GARCIA TRADING LTDA 7303,,,,119178506,NIT,BRASIL,0
T0005488,PERSONA_NATURAL,LAURA CARLOS,RODRIGUEZ PEREZ,1952-11-27,ESTADOUNIDENSE,403430124,CC,ECUADOR,0
T0005489,PERSONA_NATURAL,JUAN LAURA,RAMIREZ RAMIREZ,1964-10-15,BRASILEÑA,R9599988,PASAPORTE,VENEZUELA,0
T0005490,PERSONA_NATURAL,CARLOS JORGE,LOPEZ RAMIREZ,1956-06-25,COLOMBIANA,L5449947,PASAPORTE,MEXICO,0
T0005491,PERSONA_JURIDICA,HERNANDEZ TORRES TRADING S.A.S. 8574,,,,403421135,NIT,COLOMBIA,0
T0005492,PERSONA_JURIDICA,TORRES SANCHEZ LOGISTICA S. EN C. 5732,,,,943829755,NIT,VENEZUELA,0
T0005493,PERSONA_JURIDICA,MARTINEZ SANCHEZ GROUP S. EN C. 564,,,,774903814,NIT,VENEZUELA,0
T0005494,PERSONA_NATURAL,JORGE CARLOS,PEREZ HERNANDEZ,1994-08-28,ESPAÑOLA,H4854688,PASAPORTE,COLOMBIA,0
T0005495,PERSONA_NATURAL,SARA CAMILA,HERNANDEZ SANCHEZ,1999-11-20,VENEZOLANA,230063363,CE,USA,0
T0005496,PERSONA_NATURAL,LAURA CARLOS,GOMEZ GARCIA,1971-04-25,BRASILEÑA,1980607071,CE,ESPAÑA,0
T0005497,PERSONA_NATURAL,LAURA JORGE,LOPEZ GARCIA,1963-11-15,VENEZOLANA,646823000,CE,PERU,0
T0005498,PERSONA_NATURAL,DAVID SARA,GOMEZ GOMEZ,1975-09-12,ESTADOUNIDENSE,677247546,CC,VENEZUELA,0
T0005499,PERSONA_JURIDICA,GOMEZ GARCIA HOLDING S.A.S. 4938,,,,626874439,NIT,ARGENTINA,0
T0005500,PERSONA_NATURAL,DANIEL DAVID,MARTINEZ HERNANDEZ,1996-12-07,MEXICANA,198557268,CE,COLOMBIA,0
T0005501,PERSONA_NATURAL,ANDRES JUAN,RODRIGUEZ TORRES,1983-04-23,VENEZOLANA,1237527737,CE,VENEZUELA,0
T0005502,PERSONA_NATURAL,CARLOS LAURA,HERNANDEZ TORRES,1955-06-22,BRASILEÑA,N2618572,PASAPORTE,ECUADOR,0
T0005503,PERSONA_JURIDICA,MARTINEZ TORRES COMERCIAL LTDA 1119,,,,285556549,NIT,ECUADOR,0
T0005504,PERSONA_NATURAL,SARA JORGE,RODRIGUEZ HERNANDEZ,2004-08-24,COLOMBIANA,A9355922,PASAPORTE,COLOMBIA,0
T0005505,PERSONA_NATURAL,LAURA JORGE,LOPEZ SANCHEZ,1967-12-07,ESPAÑOLA,J3744485,PASAPORTE,USA,0
T0005506,PERSONA_NATURAL,DAVID CARLOS,SANCHEZ PEREZ,1961-07-20,VENEZOLANA,K5902673,PASAPORTE,ESPAÑA,0
T0005507,PERSONA_NATURAL,CAMILA DAVID,RODRIGUEZ PEREZ,1980-12-06,BRASILEÑA,292483594,CC,PERU,0
T0005508,PERSONA_JURIDICA,PEREZ TORRES SERVICIOS S. EN C. 343,,,,838953890,NIT,PERU,0
T0005509,PERSONA_JURIDICA,LOPEZ GARCIA GROUP S. EN C. 8228,,,,149299785,NIT,MEXICO,0
T0005510,PERSONA_NATURAL,CARLOS JUAN,RODRIGUEZ SANCHEZ,1983-04-14,MEXICANA,M5629239,PASAPORTE,ECUADOR,0
T0005511,PERSONA_NATURAL,DAVID JUAN,GARCIA PEREZ,1984-03-08,ARGENTINA,34435608,CC,COLOMBIA,0
T0005512,PERSONA_NATURAL,DAVID MARIA,RAMIREZ SANCHEZ,1984-01-14,BRASILEÑA,Z3330688,PASAPORTE,ECUADOR,0
T0005513,PERSONA_NATURAL,DAVID ANA,MARTINEZ PEREZ,1989-03-05,MEXICANA,269723278,CC,MEXICO,0
T0005514,PERSONA_NATURAL,LUISA MARIA,RODRIGUEZ MARTINEZ,1960-08-05,PERUANA,566294112,CE,MEXICO,0
T0005515,PERSONA_NATURAL,DANIEL JUAN,TORRES MARTINEZ,1985-09-21,VENEZOLANA,1636595716,CE,ARGENTINA,0
T0005516,PERSONA_NATURAL,CAMILA CARLOS,TORRES RODRIGUEZ,1992-03-07,PERUANA,388934071,CC,ARGENTINA,0
T0005517,PERSONA_JURIDICA,HERNANDEZ GARCIA TRADING S.A.S. 1967,,,,746090375,NIT,BRASIL,0
T0005518,PERSONA_NATURAL,JORGE SARA,GOMEZ TORRES,1975-04-05,VENEZOLANA,1391201430,CC,PERU,0
T0005519,PERSONA_NATURAL,CARLOS JORGE,RAMIREZ RAMIREZ,1981-05-25,ECUATORIANA,1961145800,CC,MEXICO,0
T0005520,PERSONA_NATURAL,CAMILA DAVID,SANCHEZ MARTINEZ,1952-04-16,ECUATORIANA,Z7119335,PASAPORTE,COLOMBIA,0
T0005521,PERSONA_JURIDICA,PEREZ GARCIA GROUP SAS 9033,,,,364701660,NIT,COLOMBIA,0
T0005522,PERSONA_NATURAL,ANA JORGE,LOPEZ RAMIREZ,1983-08-16,VENEZOLANA,X6321395,PASAPORTE,BRASIL,0
T0005523,PERSONA_NATURAL,LUISA LUISA,LOPEZ MARTINEZ,1982-04-16,COLOMBIANA,539666553,CC,ARGENTINA,0
T0005524,PERSONA_JURIDICA,TORRES GOMEZ SERVICIOS CIA 729,,,,595442796,NIT,ESPAÑA,0
T0005525,PERSONA_NATURAL,JORGE JUAN,RAMIREZ RAMIREZ,1972-03-06,ECUATORIANA,E8626061,PASAPORTE,USA,0
T0005526,PERSONA_NATURAL,LAURA SARA,MARTINEZ SANCHEZ,1959-01-03,BRASILEÑA,W1381592,PASAPORTE,VENEZUELA,0
T0005527,PERSONA_NATURAL,ANA DAVID,LOPEZ LOPEZ,1994-07-15,BRASILEÑA,1040613443,CE,PERU,0
T0005528,PERSONA_JURIDICA,GARCIA SANCHEZ GROUP S.A.S. 8519,,,,893011293,NIT,ARGENTINA,0
T0005529,PERSONA_NATURAL,JUAN MARIA,HERNANDEZ RAMIREZ,2004-03-08,COLOMBIANA,1212718386,CC,PERU,0
T0005530,PERSONA_NATURAL,DAVID JUAN,MARTINEZ RAMIREZ,1990-04-02,PERUANA,A4193945,PASAPORTE,USA,0
T0005531,PERSONA_NATURAL,ANDRES LUISA,SANCHEZ MARTINEZ,1956-03-23,ESTADOUNIDENSE,A5539325,PASAPORTE,ARGENTINA,0
T0005532,PERSONA_JURIDICA,TORRES GOMEZ TRADING S. EN C. 8875,,,,635410461,NIT,USA,0
T0005533,PERSONA_NATURAL,CAMILA LAURA,MARTINEZ RODRIGUEZ,1994-03-21,MEXICANA,1137821699,CE,COLOMBIA,0
T0005534,PERSONA_NATURAL,MARIA JORGE,MARTINEZ RAMIREZ,2004-09-13,PERUANA,D1654203,PASAPORTE,ESPAÑA,0
T0005535,PERSONA_NATURAL,CARLOS DANIEL,SANCHEZ TORRES,1976-04-02,PERUANA,C7501279,PASAPORTE,VENEZUELA,0
T0005536,PERSONA_JURIDICA,HERNANDEZ TORRES LOGISTICA S.A.S. 650,,,,602181582,NIT,ESPAÑA,0
T0005537,PERSONA_NATURAL,JORGE SARA,GARCIA HERNANDEZ,1967-05-19,VENEZOLANA,1181899269,CC,USA,0
T0005538,PERSONA_NATURAL,ANDRES ANA,HERNANDEZ RODRIGUEZ,1978-03-11,ESTADOUNIDENSE,500818036,CE,COLOMBIA,0
T0005539,PERSONA_NATURAL,JORGE SARA,PEREZ TORRES,1981-03-11,ARGENTINA,386701220,CE,PERU,0
T0005540,PERSONA_NATURAL,MARIA DAVID,SANCHEZ RODRIGUEZ,1981-12-27,ESTADOUNIDENSE,256185249,CC,USA,0
T0005541,PERSONA_NATURAL,MARIA LAURA,RODRIGUEZ MARTINEZ,1954-02-23,ECUATORIANA,626726135,CC,VENEZUELA,0
T0005542,PERSONA_NATURAL,DANIEL LUISA,TORRES RODRIGUEZ,1976-08-15,ESTADOUNIDENSE,O3212114,PASAPORTE,BRASIL,0
T0005543,PERSONA_NATURAL,ANDRES DAVID,RAMIREZ TORRES,1994-05-14,COLOMBIANA,415212260,CE,ECUADOR,0
T0005544,PERSONA_JURIDICA,LOPEZ SANCHEZ INVERSIONES SAS 6252,,,,950826049,NIT,ARGENTINA,0
T0005545,PERSONA_NATURAL,ANDRES DANIEL,HERNANDEZ GARCIA,2000-03-20,MEXICANA,C9346730,PASAPORTE,BRASIL,0
T0005546,PERSONA_NATURAL,DANIEL JUAN,LOPEZ MARTINEZ,1998-10-01,ARGENTINA,193376111,CC,COLOMBIA,0
T0005547,PERSONA_NATURAL,LAURA SARA,SANCHEZ TORRES,1965-02-27,ARGENTINA,1582920123,CC,ESPAÑA,0
T0005548,PERSONA_NATURAL,LUISA MARIA,RODRIGUEZ LOPEZ,1953-12-17,VENEZOLANA,G4873573,PASAPORTE,MEXICO,0
T0005549,PERSONA_NATURAL,CARLOS DAVID,HERNANDEZ LOPEZ,1966-11-23,ESTADOUNIDENSE,J5751267,PASAPORTE,BRASIL,0
T0005550,PERSONA_JURIDICA,SANCHEZ TORRES LOGISTICA CIA 9835,,,,998089249,NIT,MEXICO,0
T0005551,PERSONA_NATURAL,DANIEL JORGE,GARCIA SANCHEZ,1986-10-24,ECUATORIANA,1872521187,CC,COLOMBIA,0
T0005552,PERSONA_NATURAL,DANIEL ANDRES,MARTINEZ SANCHEZ,1977-10-18,MEXICANA,982045360,CC,ESPAÑA,0
T0005553,PERSONA_NATURAL,JORGE MARIA,LOPEZ RAMIREZ,2004-04-01,ARGENTINA,1121945095,CE,BRASIL,0
T0005554,PERSONA_NATURAL,CAMILA ANDRES,RODRIGUEZ TORRES,1954-03-03,MEXICANA,476560154,CE,USA,0
T0005555,PERSONA_NATURAL,SARA JORGE,GOMEZ LOPEZ,1977-08-03,COLOMBIANA,1950163125,CC,ESPAÑA,0
T0005556,PERSONA_NATURAL,SARA ANA,GOMEZ RAMIREZ,1962-04-11,ESPAÑOLA,1721519930,CC,ARGENTINA,0
T0005557,PERSONA_JURIDICA,HERNANDEZ MARTINEZ LOGISTICA CIA 3012,,,,956356888,NIT,ARGENTINA,0
